rrt_traj_1.npy,100.0,0.1,0.005646185762098585
rrt_traj_1.npy,100.0,10.0,0.006225173993665075
rrt_traj_1.npy,100.0,30.0,0.007480339533730617
rrt_traj_1.npy,100.0,50.0,0.00893170794343917
rrt_traj_1.npy,100.0,100.0,0.7205251445388652
rrt_traj_1.npy,500.0,0.1,5.146843178867992e-06
rrt_traj_1.npy,500.0,10.0,5.481916363706299e-06
rrt_traj_1.npy,500.0,30.0,0.00014604094012575898
rrt_traj_1.npy,500.0,50.0,0.006680723800335334
rrt_traj_1.npy,500.0,100.0,0.41995181136781634
rrt_traj_1.npy,700.0,0.1,3.479813999605729e-06
rrt_traj_1.npy,700.0,10.0,3.949080457570877e-06
rrt_traj_1.npy,700.0,30.0,0.0013308127750111985
rrt_traj_1.npy,700.0,50.0,0.004859292763809126
rrt_traj_1.npy,700.0,100.0,0.46317954800884853
rrt_traj_1.npy,1000.0,0.1,2.3543701153351845e-06
rrt_traj_1.npy,1000.0,10.0,2.720602185082007e-06
rrt_traj_1.npy,1000.0,30.0,0.0010206878367946127
rrt_traj_1.npy,1000.0,50.0,0.004467748958207501
rrt_traj_1.npy,1000.0,100.0,0.5951410918706128
rrt_traj_1.npy,2000.0,0.1,1.3443236836553615e-06
rrt_traj_1.npy,2000.0,10.0,0.00014012929193925024
rrt_traj_1.npy,2000.0,30.0,0.0015079522333616454
rrt_traj_1.npy,2000.0,50.0,0.0036190526500197878
rrt_traj_1.npy,2000.0,100.0,0.48479407566434596
