plan-correct.npy,1.0,0.1,0.011663915570588062
plan-correct.npy,1.0,0.2,0.010496195159856576
plan-correct.npy,1.0,0.3,0.005469354190336471
plan-correct.npy,1.0,0.5,0.003377074063370871
plan-correct.npy,1.0,1.0,0.020677145655277174
plan-correct.npy,3.0,0.1,0.0015661544724409667
plan-correct.npy,3.0,0.2,0.0036312155935487446
plan-correct.npy,3.0,0.3,0.0013786940406719176
plan-correct.npy,3.0,0.5,0.0002721994673268867
plan-correct.npy,3.0,1.0,0.0001994931285688181
plan-correct.npy,5.0,0.1,0.0015390647930252582
plan-correct.npy,5.0,0.2,0.0005608778145443176
plan-correct.npy,5.0,0.3,0.0005789357753709852
plan-correct.npy,5.0,0.5,0.0004969499624869945
plan-correct.npy,5.0,1.0,9.612909994852878e-05
plan-correct.npy,10.0,0.1,0.00043787799922808144
plan-correct.npy,10.0,0.2,0.00017826980669198366
plan-correct.npy,10.0,0.3,0.0005448140115210893
plan-correct.npy,10.0,0.5,0.0003667006752112509
plan-correct.npy,10.0,1.0,0.0004003645102885187
plan-correct.npy,5.0,0.7,0.0010016788967793797
plan-correct.npy,5.0,0.8,0.00031199576739941227
plan-correct.npy,7.0,0.7,0.0002487158551616676
plan-correct.npy,7.0,0.8,0.00022025561800609848
plan-correct.npy,10.0,0.7,0.0005270370864530666
plan-correct.npy,10.0,0.8,0.00034614821244083885
