0.1,0.1,0.5236017413747075
0.1,1.0,0.5051511474561549
0.1,3.0,0.39137534558276155
0.1,5.0,0.3135314241400597
0.1,10.0,0.21805321122187082
1.0,0.1,0.5473554888944255
1.0,1.0,0.47332081355347166
1.0,3.0,0.35869371057147154
1.0,5.0,0.29034347146142836
1.0,10.0,0.20931480747915648
3.0,0.1,0.4356176517153954
3.0,1.0,0.3668304647558333
3.0,3.0,0.2843163162692913
3.0,5.0,0.24083266810468268
3.0,10.0,0.1914583437239257
5.0,0.1,0.30671547269434213
5.0,1.0,0.2752717521570372
5.0,3.0,0.22186343330254962
5.0,5.0,0.1974146906348262
5.0,10.0,0.17605762096891
10.0,0.1,0.15310505656102283
10.0,1.0,0.14731742205839968
10.0,3.0,0.13959211854526257
10.0,5.0,0.13542044590643454
10.0,10.0,0.14320534259354478
